register_id,variable_name,description_dk,description_english
SHSS,VARMMSS2,Månedsfordelt varighed sygedagpenge,Monthly duration of sickness benefits
SHSS,VARMMSS3,Månedsfordelt varighed sygedagpenge,Monthly duration of sickness benefits
SHSS,VARMMSS4,Månedsfordelt varighed sygedagpenge,Monthly duration of sickness benefits
SHSS,VARMMSS5,Månedsfordelt varighed sygedagpenge,Monthly duration of sickness benefits
SHSS,VARMMSS6,Månedsfordelt varighed sygedagpenge,Monthly duration of sickness benefits
SHSS,VARMMSS7,Månedsfordelt varighed sygedagpenge,Monthly duration of sickness benefits
SHSS,VARMMSS8,Månedsfordelt varighed sygedagpenge,Monthly duration of sickness benefits
SHSS,VARMMSS9,Månedsfordelt varighed sygedagpenge,Monthly duration of sickness benefits
SHSS,VARMMU1,Månedfordelt varighed uddannelse,Monthly duration of training
SHSS,VARMMU10,Månedfordelt varighed uddannelse,Monthly duration of training
SHSS,VARMMU11,Månedfordelt varighed uddannelse,Monthly duration of training
SHSS,VARMMU12,Månedfordelt varighed uddannelse,Monthly duration of training
SHSS,VARMMU2,Månedfordelt varighed uddannelse,Monthly duration of training
SHSS,VARMMU3,Månedfordelt varighed uddannelse,Monthly duration of training
SHSS,VARMMU4,Månedfordelt varighed uddannelse,Monthly duration of training
SHSS,VARMMU5,Månedfordelt varighed uddannelse,Monthly duration of training
SHSS,VARMMU6,Månedfordelt varighed uddannelse,Monthly duration of training
SHSS,VARMMU7,Månedfordelt varighed uddannelse,Monthly duration of training
SHSS,VARMMU8,Månedfordelt varighed uddannelse,Monthly duration of training
SHSS,VARMMU9,Månedfordelt varighed uddannelse,Monthly duration of training
SHSS,VARMMV1,Månedsfordelt varighed for alle pensioner,Monthly duration for all pensions
SHSS,VARMMV10,Månedsfordelt varighed for alle pensioner,Monthly duration for all pensions
SHSS,VARMMV11,Månedsfordelt varighed for alle pensioner,Monthly duration for all pensions
SHSS,VARMMV12,Månedsfordelt varighed for alle pensioner,Monthly duration for all pensions
SHSS,VARMMV2,Månedsfordelt varighed for alle pensioner,Monthly duration for all pensions
SHSS,VARMMV3,Månedsfordelt varighed for alle pensioner,Monthly duration for all pensions
SHSS,VARMMV4,Månedsfordelt varighed for alle pensioner,Monthly duration for all pensions
SHSS,VARMMV5,Månedsfordelt varighed for alle pensioner,Monthly duration for all pensions
SHSS,VARMMV6,Månedsfordelt varighed for alle pensioner,Monthly duration for all pensions
SHSS,VARMMV7,Månedsfordelt varighed for alle pensioner,Monthly duration for all pensions
SHSS,VARMMV8,Månedsfordelt varighed for alle pensioner,Monthly duration for all pensions
SHSS,VARMMV9,Månedsfordelt varighed for alle pensioner,Monthly duration for all pensions
SHSS,VARMMVA1,Månedsfordelt varighed alderspension,Monthly distributed duration old-age pension
SHSS,VARMMVA10,Månedsfordelt varighed alderspension,Monthly duration pension
SHSS,VARMMVA11,Månedsfordelt varighed alderspension,Monthly distributed duration old-age pension
SHSS,VARMMVA12,Månedsfordelt varighed alderspension,Monthly duration pension
SHSS,VARMMVA2,Månedsfordelt varighed alderspension,Monthly duration pension
SHSS,VARMMVA3,Månedsfordelt varighed alderspension,Monthly distributed duration old-age pension
SHSS,VARMMVA4,Månedsfordelt varighed alderspension,Monthly duration pension
SHSS,VARMMVA5,Månedsfordelt varighed alderspension,Monthly distributed duration old-age pension
SHSS,VARMMVA6,Månedsfordelt varighed alderspension,Monthly duration pension
SHSS,VARMMVA7,Månedsfordelt varighed alderspension,Monthly distributed duration old-age pension
SHSS,VARMMVA8,Månedsfordelt varighed alderspension,Monthly distributed duration old-age pension
SHSS,VARMMVA9,Månedsfordelt varighed alderspension,Monthly distributed duration old-age pension
SHSS,VARMMVE1,Månedsfordelt varighed for efterløn,Monthly duration of early retirement pay
SHSS,VARMMVE10,Månedsfordelt varighed for efterløn,Monthly duration of early retirement pay
SHSS,VARMMVE11,Månedsfordelt varighed for efterløn,Monthly duration of early retirement pay
SHSS,VARMMVE12,Månedsfordelt varighed for efterløn,Monthly duration of early retirement pay
SHSS,VARMMVE2,Månedsfordelt varighed for efterløn,Monthly duration of early retirement pay
SHSS,VARMMVE3,Månedsfordelt varighed for efterløn,Monthly duration of early retirement pay
SHSS,VARMMVE4,Månedsfordelt varighed for efterløn,Monthly duration of early retirement pay
SHSS,VARMMVE5,Månedsfordelt varighed for efterløn,Monthly duration of early retirement pay
SHSS,VARMMVE6,Månedsfordelt varighed for efterløn,Monthly duration of early retirement pay
SHSS,VARMMVE7,Månedsfordelt varighed for efterløn,Monthly duration of early retirement pay
SHSS,VARMMVE8,Månedsfordelt varighed for efterløn,Monthly duration of early retirement pay
SHSS,VARMMVE9,Månedsfordelt varighed for efterløn,Monthly duration of early retirement pay
SHSS,VARMMVF1,Månedsfordelt varighed førtidspension,Monthly distributed duration early retirement
SHSS,VARMMVF10,Månedsfordelt varighed førtidspension,Monthly distributed duration early retirement
SHSS,VARMMVF11,Månedsfordelt varighed førtidspension,Monthly distributed duration early retirement
SHSS,VARMMVF12,Månedsfordelt varighed førtidspension,Monthly duration of early retirement
SHSS,VARMMVF2,Månedsfordelt varighed førtidspension,Monthly distributed duration early retirement
SHSS,VARMMVF3,Månedsfordelt varighed førtidspension,Monthly distributed duration early retirement
SHSS,VARMMVF4,Månedsfordelt varighed førtidspension,Monthly distributed duration early retirement
SHSS,VARMMVF5,Månedsfordelt varighed førtidspension,Monthly distributed duration early retirement
SHSS,VARMMVF6,Månedsfordelt varighed førtidspension,Monthly duration of early retirement
SHSS,VARMMVF7,Månedsfordelt varighed førtidspension,Monthly distributed duration early retirement
SHSS,VARMMVF8,Månedsfordelt varighed førtidspension,Monthly distributed duration early retirement
SHSS,VARMMVF9,Månedsfordelt varighed førtidspension,Monthly distributed duration early retirement
SHSS,VARMMVT1,Månedsfordelt varighed tjenestemandspension,Monthly duration of civil service pension
SHSS,VARMMVT10,Månedsfordelt varighed tjenestemandspension,Monthly duration of civil service pension
SHSS,VARMMVT11,Månedsfordelt varighed tjenestemandspension,Monthly duration of civil service pension
SHSS,VARMMVT12,Månedsfordelt varighed tjenestemandspension,Monthly duration of civil service pension
SHSS,VARMMVT2,Månedsfordelt varighed tjenestemandspension,Monthly duration of civil service pension
SHSS,VARMMVT3,Månedsfordelt varighed tjenestemandspension,Monthly duration of civil service pension
SHSS,VARMMVT4,Månedsfordelt varighed tjenestemandspension,Monthly duration of civil service pension
SHSS,VARMMVT5,Månedsfordelt varighed tjenestemandspension,Monthly duration of civil service pension
SHSS,VARMMVT6,Månedsfordelt varighed tjenestemandspension,Monthly duration of civil service pension
SHSS,VARMMVT7,Månedsfordelt varighed tjenestemandspension,Monthly duration of civil service pension
SHSS,VARMMVT8,Månedsfordelt varighed tjenestemandspension,Monthly duration of civil service pension
SHSS,VARMMVT9,Månedsfordelt varighed tjenestemandspension,Monthly duration of civil service pension
SHSS,VARMMVX1,MM.f. var. f alle p-typer excl. tjenestemand,MM.f. was. f all p-types excl. official
SHSS,VARMMVX10,MM.f. var. f alle p-typer excl. tjenestemand,MM.f. was. f all p-types excl. official
SHSS,VARMMVX11,MM.f. var. f alle p-typer excl. tjenestemand,MM.f. was. f all p-types excl. official
SHSS,VARMMVX12,MM.f. var. f alle p-typer excl. tjenestemand,MM.f. was. f all p-types excl. official
SHSS,VARMMVX2,MM.f. var. f alle p-typer excl. tjenestemand,MM.f. was. f all p-types excl. official
SHSS,VARMMVX3,MM.f. var. f alle p-typer excl. tjenestemand,MM.f. was. f all p-types excl. official
SHSS,VARMMVX4,MM.f. var. f alle p-typer excl. tjenestemand,MM.f. was. f all p-types excl. official
SHSS,VARMMVX5,MM.f. var. f alle p-typer excl. tjenestemand,MM.f. was. f all p-types excl. official
SHSS,VARMMVX6,MM.f. var. f alle p-typer excl. tjenestemand,MM.f. was. f all p-types excl. official
SHSS,VARMMVX7,MM.f. var. f alle p-typer excl. tjenestemand,MM.f. was. f all p-types excl. official
SHSS,VARMMVX8,MM.f. var. f alle p-typer excl. tjenestemand,MM.f. was. f all p-types excl. official
SHSS,VARMMVX9,MM.f. var. f alle p-typer excl. tjenestemand,MM.f. was. f all p-types excl. official
SHSS,VAR_AF_1,Årsvar. Virksomhedspraktik (nyt indhold 2004),Annual response. Company internship (new content 2004)
SHSS,VAR_AF_2,Årsvar. etableringsydelse,Annual response. establishment benefit
SHSS,VAR_AF_3,Årsvar. udd. m. voksenudd.støtte,Annual response. udd. m. voksenudd.støtte
SHSS,VAR_AF_4,Årsvar. ordinær udd. m. godtgørelse,Annual response. ordinary udd. m. compensation
SHSS,VAR_AF_5,Årsvar. særligt tilret. udd.forløb,Annual response. specially adapted. udd.forløb
SHSS,VAR_AF_6,Årsvar. forsøg,Annual response. experiments
SHSS,VAR_AF_7,Årsvar. vejledning og anden AF-aktivering,Annual response. guidance and other AF activation
SHSS,VAR_AF_8,Årsvarighed ved anden AF-aktivering,Annual duration of second AF activation
SHSS,VAR_AK1,Årsvarighed af aktivering af unge under 25 år,Annual duration of activation of young people under 25 years
SHSS,VAR_AK2,Årsvarighed af kontanthjælp til aktiverede over 25 år,Annual duration of cash benefits for activated persons over 25 years
SHSS,VAR_AK3,Årsvarighed af aktivering af personer over 25 år,Annual duration of activation of persons over 25 years
SHSS,VAR_AK4,Årsvarighed af igangsætningsydelse,Annual duration of start-up benefit
SHSS,VAR_AK5,Årsvarighed af aktivering af flygtninge,Annual duration of refugee activation
SHSS,VAR_AKT,Årsvarighed af aktivering (kommunal aktivering),Annual duration of activation (municipal activation)
SHSS,VAR_ALD,Årsvarighed af folkepension,Annual duration of national pension
SHSS,VAR_ALM,Årsvarighed ved alm. arbejdsløshedsdagp.,Annual duration at alm. unemployment day p.
SHSS,VAR_ARB,Årsvarighed af arbejdsløshedsdagpenge,Annual duration of unemployment benefits
SHSS,VAR_BAR,Årsvarighed med fødsels-/barselsdagpenge,Annual duration with maternity / paternity benefits
SHSS,VAR_E,Årsvarighed af efterløn/overgangsydelse,Annual duration of early retirement pay / transitional benefit
SHSS,VAR_F,Årsvarighed af førtidspension,Annual duration of early retirement
SHSS,VAR_FER,Årsvarighed på feriedagpenge,Annual duration of holiday pay
SHSS,VAR_K194,Årsvarighed af underhold (forsørgere),Annual duration of maintenance (providers)
SHSS,VAR_K294,Årsvarighed af underhold (ikke-forsørgere),Annual duration of maintenance (non-dependents)
SHSS,VAR_K394,Årsvarighed af underhold til flygtninge,Annual duration of maintenance for refugees
SHSS,VAR_K494,Årsvarighed af supplerende ydelser alene,Annual duration of supplementary benefits only
SHSS,VAR_K598,Årsvarighed af kontanthjælpspension,Annual duration of cash benefit pension
SHSS,VAR_K699,Årsvarighed af introduktionsydelse,Annual duration of introductory benefit
SHSS,VAR_KIS,Årsvarighed i KIS (ikke-forsikrede ledige med kontanthjælpsudbetaling),Annual duration in KIS (uninsured unemployed with cash benefit payment)
SHSS,VAR_KON1,Årsvarighed af underhold indtil 9 mdr.,Annual duration of maintenance up to 9 months.
SHSS,VAR_KON2,Årsvarighed af underhold efter 9 mdr.,Annual duration of maintenance after 9 months.
SHSS,VAR_KON3,Årsvarighed af anden kontanthjælp,Annual duration of other cash benefits
SHSS,VAR_LYD,Årsvarighed af ledighedsydelse,Annual duration of unemployment benefit
SHSS,VAR_ORL_BP,Varighed af børnepasningsorlov,Duration of childcare leave
SHSS,VAR_ORL_SAB,Årsvarighed af sabbatorlov,Annual duration of sabbatical law
SHSS,VAR_ORL_UDD,Varighed af uddannelsesorlov,Duration of educational leave
SHSS,VAR_REV_FLY,Årsvar. ved udd./revalidering (Flygtninge),Annual response. by education / rehabilitation (Refugees)
SHSS,VAR_REV_IF,Årsvar. ved udd./rev. (Ikke flygtninge),Annual response. at udd./rev. (Not refugees)
SHSS,VAR_SYG,Årsvarighed på sygedagpenge,Annual duration of sickness benefits
SHSS,VAR_T,Varighed af tjenestemandspension.,Duration of civil service pension.
SHSS,VAR_UFR,Årsvarighed af forrevalidering,Annual duration of pre-rehabilitation
SHSS,VAR_VEJR,Årsvarighed ved vejrlig,Annual duration by weather
SSNV,BEL_AF,Udbetalt beløb ved aktivering,Amount paid upon activation
SSNV,BEL_AK2,Årligt udbetalt kontanthjælp til aktiverede under 25 år.,Annually paid cash benefits to activists under 25 years of age.
SSNV,BEL_AKT,Årligt udbetalt aktiveringsydelse (kommunal aktivering),Annual paid activation benefit (municipal activation)
SSNV,BEL_ALD,Årligt udbetalt beløb på folkepension.,Annually paid amount on national pension.
SSNV,BEL_ARB,Årligt udbetalt arbejdsløshedsdagpenge,Annually paid unemployment benefits
SSNV,BEL_BAR,Årligt udbetalte fødsels-/barselsdagpenge,Annually paid maternity / paternity benefits
SSNV,BEL_E,Årligt udbetalt beløb på efterløn/overgangsydelse,Annually paid amount on early retirement / transitional benefit
SSNV,BEL_F,Årligt udbetalt beløb på førtidspension.,Annually paid amount on early retirement.
SSNV,BEL_KON,Årlig udbetalt underholdsydelse,Annual maintenance paid
SSNV,BEL_LYD,Årligt udbetalt ledighedsydelse,Annually paid unemployment benefit
SSNV,BEL_ORL,Årligt udbetalt beløb på orlovsydelse,Annually paid amount on leave benefit
SSNV,BEL_SYG,Årligt udbetalt beløb på sygedagpenge,Annually paid amount of sickness benefits
SSNV,BEL_T,Årlig udbetaling af tjenestemandspension.,Annual payment of civil servant pension.
SSNV,BEL_UDA,Årligt udbetalt beløb ved uddannelse/revalidering (alle),Annual amount paid for training / rehabilitation (all)
SSNV,DOMYD,Dominerende ydelse,Dominant performance
SSNV,KFLAG,Kontanthjælpsmarkering,Cash benefit marking
SSNV,NETTOK,Nettovar. kontanthjælp(Underhold+rev),Nettovar. cash assistance (Maintenance + rev)
SSNV,NETTO_AK,Årsvarighed af kommunal aktivering.,Annual duration of municipal activation.
SSNV,NETTO_M,Årsvarighed af midlertidige ydelser,Annual duration of temporary benefits
SSNV,NETTO_VAR,Årsvarighed af indkomsterstattende ydelser,Annual duration of income replacement benefits
SSNV,PNR,PERSONENS CPR-NR,PERSON'S CPR NO
SSNV,SLSART,Slutydelse på dagpenge,Final benefit on unemployment benefits
SSNV,SL_ART_AF,Slutydelse for AF-aktivering.,AF activation final performance.
SSNV,SL_ART_AKT,Slutydelse på aktivering,Final performance on activation
SSNV,SL_ART_ARB,Slutydelse på arbejdsløshedsdagpenge,Final benefit on unemployment benefits
SSNV,SL_ART_BAR,Slutydelse på barselsdagpenge,Final payment of maternity allowance
SSNV,SL_ART_FEL,Slutydelse i fællesreg.,Final benefit in joint account.
SSNV,SL_ART_FEL_X,Slutydelse i fællesreg. excl. tjenest.,Final benefit in joint account. excl. service.
SSNV,SL_ART_KON,Slutydelse på Hjælp til underhold,Final performance on Maintenance Help
SSNV,SL_ART_LYD,Slutart for ledighedsydelse,End type for unemployment benefit
SSNV,SL_ART_ORL,Slutydelse for orlov,Final payment for leave
SSNV,SL_ART_REV,Slutydelse på Uddannelse/Revalidering,Final performance on Education / Rehabilitation
SSNV,SL_ART_SYG,Slutydelse på sygedagpenge,Final benefit on sickness benefits
SSNV,SL_ART_V,SLUTYDELSE - PENSIONER,FINAL BENEFIT - PENSIONS
SSNV,SL_ART_VX,Slutyd på pens excl. Tjenestemandspension,End of pen excl. Civil servant pension
SSNV,SL_MD_FEL,Slutmåned i fællesreg.,End month in joint reg.
SSNV,SL_MD_FEL_X,Slutmåned i fællesreg. excl. tjenest.,End month in joint reg. excl. service.
SSNV,SL_MRKM,Slutmarkering midlertig hjælp,End marking temporary help
SSNV,STSART,Startydelse på dagpenge,Initial benefit on unemployment benefits
SSNV,ST_ART_AF,Startydelse for AF-aktivering.,Start-up service for AF activation.
SSNV,ST_ART_AKT,Startydelse på aktivering,Initialization of activation
SSNV,ST_ART_ARB,Startydelse på arbejdsløshedsdagp.,Initial benefit on unemployment benefit.
SSNV,ST_ART_BAR,Startydelse på barselsdagpenge,Initial benefit on maternity allowance
SSNV,ST_ART_FEL,Startydelse i fællesreg.,Initial benefit in joint account.
SSNV,ST_ART_FEL_X,Startydelse i fællesreg. excl. tjenest.,Initial benefit in joint account. excl. service.
SSNV,ST_ART_KON,Startydelse på Hjælp til underhold,Start-up service on Help for maintenance
SSNV,ST_ART_LYD,Startart for ledighedsydelse,Starting point for unemployment benefit
SSNV,ST_ART_ORL,Startydelse for orlov,Initial benefit for leave
SSNV,ST_ART_REV,Startydelse på Uddannelse/Revalidering,Initial benefit for Education / Rehabilitation
SSNV,ST_ART_SYG,Startydelse på sygedagpenge,Initial benefit on sickness benefits
SSNV,ST_ART_V,STARTYDELSE - PENSIONER,INITIAL BENEFIT - PENSIONS
SSNV,ST_ART_VX,Startyd på pens excl. Tjenestemandspens,Start time on pens excl. Civil servant pension
SSNV,ST_MD_FEL,Startmåned i fællesreg.,Starting month in joint reg.
SSNV,ST_MD_FEL_X,Startmåned i fællesreg. excl. tjenest.,Starting month in joint reg. excl. service.
SSNV,ST_MRKM,Startmarkering midlertidig hjælp,Start mark temporary help
SSNV,TDOMYD,Dominerende ydelse året før,Dominant performance the year before
SSNV,TDOMYD94,Dominerende ydelse året før,Dominant performance the year before
SSNV,TDOMYD96,Dominerende ydelse året før,Dominant performance the year before
SSNV,VARLED,Årsvarighed på arbejdsløshedsdagpenge,Annual duration of unemployment benefits
SSNV,VAR_AF_B,Årsvarighed af AF-aktivering (beskæftigelse),Annual duration of AF activation (employment)
SSNV,VAR_AF_F,Årsvarighed ved AF-aktivering (forsøg),Annual duration of AF activation (trial)
SSNV,VAR_AF_FA,Årsvarighed af AF-aktivering (anden AF-aktivering),Annual duration of AF activation (other AF activation)
SSNV,VAR_AF_U,Årsvarighed af AF-aktivering (uddannelse),Year duration of AF activation (education)
SSNV,VAR_AK2,Årsvarighed af kontanthjælp til aktiverede over 25 år,Annual duration of cash benefits for activated persons over 25 years
SSNV,VAR_AKT,Årsvarighed af aktivering (kommunal aktivering),Annual duration of activation (municipal activation)
SSNV,VAR_ALD,Årsvarighed af folkepension,Annual duration of national pension
SSNV,VAR_BAR,Årsvarighed med fødsels-/barselsdagpenge,Annual duration with maternity / paternity benefits
SSNV,VAR_E,Årsvarighed af efterløn/overgangsydelse,Annual duration of early retirement pay / transitional benefit
SSNV,VAR_F,Årsvarighed af førtidspension,Annual duration of early retirement
SSNV,VAR_KIS,Årsvarighed i KIS (ikke-forsikrede ledige med kontanthjælpsudbetaling),Annual duration in KIS (uninsured unemployed with cash benefit payment)
SSNV,VAR_KON,Årsvarighed af hjælp til underhold,Annual duration of maintenance assistance
SSNV,VAR_LYD,Årsvarighed af ledighedsydelse,Annual duration of unemployment benefit
SSNV,VAR_ORL_BP,Varighed af børnepasningsorlov,Duration of childcare leave
SSNV,VAR_ORL_SAB,Årsvarighed af sabbatorlov,Annual duration of sabbatical law
SSNV,VAR_ORL_UDD,Varighed af uddannelsesorlov,Duration of educational leave
SSNV,VAR_SYG,Årsvarighed på sygedagpenge,Annual duration of sickness benefits
SSNV,VAR_T,Varighed af tjenestemandspension.,Duration of civil service pension.
SSNV,VAR_UDA,Årsvarighed af uddannelse/revalidering (alle),Annual duration of training / rehabilitation (all)
SSSY,AFRPER,Afregningsperiode,Settlement period
SSSY,ALDERIMP,Alder ultimo inkl. imputerede,End of age incl. imputed
SSSY,BARNMAK,Barnemarkering,Child marking
SSSY,BRUHON,Bruttohonorar til læge mv.,"Gross fees for doctors, etc."
SSSY,CPRTJEK,CPR-tjek,CPR check
SSSY,CPRTYPE,CPR-type,CPR type
SSSY,HONUGE,Honoraruge,Honoraruge
SSSY,KOENIMP,Køn inkl. imputerede,Gender incl. imputed
SSSY,KONTAKT,Kontakt,Contact
SSSY,PATGRP,Patientgruppe,Patient group
SSSY,PNR,Personnummer,Social security number
SSSY,SIKGRUP,Sygesikringsgruppe,Health insurance group
SSSY,SPEC2,2-cifret speciale,2-digit specialty
SSSY,SPECIALE,6-cifret speciale,6-digit specialty
SSSY,VERSION,ModulData versionsnummer,ModulData version number
SSSY,YDERNR,Ydernummer,Outer number
SSSY,YDERSAMT,Yders amt,Yders amt
SSSY,YDLANT,Antal ydelser under specialet,Number of benefits under the thesis
SSSY,YDLTID,Tidspunktskode for ydelsen,Time code for the service
SSSY,YDTYP,Ydertype,Outer type
SSSY,CPRTJEK,,
SSSY,CPRTYPE,,
SSSY,VERSION,,
SYSI,AFRPER,Afregningsperiode,Settlement period
SYSI,BARNMAK,Barnemarkering,Child marking
SYSI,BRUHON,Bruttohonorar til læge mv.,"Gross fees for doctors, etc."
SYSI,GRDHON,GRUNDHONORAR,BASIC FEES
SYSI,HENVISNI,Henvisningsydernummer,Reference outside number
SYSI,HONUGE,Honoraruge,Honoraruge
SYSI,PARAGRAF,PARAGRAFRELATION,PARAGRAPH RELATIONSHIP
SYSI,PATTYP,Patienttype,Patient type
SYSI,PNR,Sikredes personnummer,Secured social security number
SYSI,PRAKSISO,PRAKSISOMRÅDE,AREA OF PRACTICE
SYSI,PRAKTYP,Praksistype,Type of practice
SYSI,SIKGRUP,Sikringsgruppe,Security group
SYSI,SIKREAMT,Sikredes amt,Sikredes amt
SYSI,SIKREKOM,Sikredes kommune,Secured municipality
SYSI,SPECIALE,6-cifret speciale,6-digit specialty
SYSI,VAGTOMR,VAGTOMRÅDE,GUARD AREA
SYSI,YDERNR,Ydernummer,Outer number
SYSI,YDERSAMT,Yders amt,Yders amt
SYSI,YDLANT,Antal ydelser under specialet,Number of benefits under the thesis
SYSI,YDLTID,Tidspunktskode for ydelsen,Time code for the service
SYSI,YDTYP,Ydertype,Outer type
SYSI,SIKREKOM,,
SYST,BARNMAK,Barnemarkering,Child marking
SYST,KOMMUNE,BOPÆLS KOMMUNE,MUNICIPALITY OF RESIDENCE
SYST,KONTAKT,Kontakt,Contact
SYST,PNR,PERSONNUMMER,PERSONNUMMER
SYST,SIKGRUP,Sikringsgruppe,Security group
SYST,SPEC4,4-CIFRET SPECIALE NR.,4-DIGITAL SPECIAL NO.
SYST,SUMBRU,SUM BRUTTOHONORAR,SUM GROSS HONORS
SYST,SUMYDL,SUM AF ANTAL YDELSER,SUM OF NUMBER OF BENEFITS
UAF_ADM,CPRTJEK,Ingen label,No label
UAF_ADM,CPRTYPE,Ingen label,No label
UAF_ADM,C_ADIAG,Ingen label,No label
UAF_ADM,C_AFD,Ingen label,No label
UAF_ADM,C_AMT,Ingen label,No label
UAF_ADM,C_BLOK,Ingen label,No label
UAF_ADM,C_BOPAMT,Ingen label,No label
UAF_ADM,C_EAKT,Ingen label,No label
UAF_ADM,C_EMEK,Ingen label,No label
UAF_ADM,C_EMODPART,Ingen label,No label
UAF_ADM,C_EPART,Ingen label,No label
UAF_ADM,C_ESTED,Ingen label,No label
UAF_ADM,C_ETRAF,Ingen label,No label
UAF_ADM,C_HAFD,Ingen label,No label
UAF_ADM,C_HENM,Ingen label,No label
UAF_ADM,C_HSGH,Ingen label,No label
UAF_ADM,C_INDM,Ingen label,No label
UAF_ADM,C_KOM,Ingen label,No label
UAF_ADM,C_KONTAARS,Ingen label,No label
UAF_ADM,C_NYAFD,Ingen label,No label
UAF_ADM,C_PATTYPE,Ingen label,No label
UAF_ADM,C_SEX,Ingen label,No label
UAF_ADM,C_SGH,Ingen label,No label
UAF_ADM,C_SGHAMT,Ingen label,No label
UAF_ADM,C_SPEC,Ingen label,No label
UAF_ADM,C_UDM,Ingen label,No label
UAF_ADM,D_EBHDTO,Ingen label,No label
UAF_ADM,D_FUSDTO,Ingen label,No label
UAF_ADM,D_HENDTO,Ingen label,No label
UAF_ADM,D_INDDTO,Ingen label,No label
UAF_ADM,D_OPDATDTO,Ingen label,No label
UAF_ADM,D_UDDTO,Ingen label,No label
UAF_ADM,K_AFD,Ingen label,No label
UAF_ADM,LEVERANCEDATO,Ingen label,No label
UAF_ADM,PNR,Ingen label,No label
UAF_ADM,RECNUM,Ingen label,No label
UAF_ADM,VERSION,Ingen label,No label
UAF_ADM,V_ALDDG,Ingen label,No label
UAF_ADM,V_ALDER,Ingen label,No label
UAF_ADM,V_ALDMDR,Ingen label,No label
UAF_ADM,V_BEHDAGE,Ingen label,No label
UAF_ADM,V_INDMINUT,Ingen label,No label
UAF_ADM,V_INDTIME,Ingen label,No label
UAF_ADM,V_SENGDAGE,Ingen label,No label
UAF_ADM,V_UDTIME,Ingen label,No label
UAF_ADM,CPRTJEK,,
UAF_ADM,CPRTYPE,,
UAF_ADM,RECNUM,,
UAF_ADM,VERSION,,
UAF_BES,D_AMBDTO,Ingen label,No label
UAF_BES,LEVERANCEDATO,Ingen label,No label
UAF_BES,RECNUM,Ingen label,No label
UAF_BES,VERSION,Ingen label,No label
UAF_BES,RECNUM,,
UAF_BES,VERSION,,
UAF_DIAG,C_DIAG,Ingen label,No label
UAF_DIAG,C_DIAGTYPE,Ingen label,No label
UAF_DIAG,C_TILDIAG,Ingen label,No label
UAF_DIAG,LEVERANCEDATO,Ingen label,No label
UAF_DIAG,RECNUM,Ingen label,No label
UAF_DIAG,VERSION,Ingen label,No label
UAF_DIAG,RECNUM,,
UAF_DIAG,VERSION,,
UAF_OPR,C_KOMB,Ingen label,No label
UAF_OPR,C_OAFD,Ingen label,No label
UAF_OPR,C_OPR,Ingen label,No label
UAF_OPR,C_OSGH,Ingen label,No label
UAF_OPR,LEVERANCEDATO,Ingen label,No label
UAF_OPR,RECNUM,Ingen label,No label
UAF_OPR,VERSION,Ingen label,No label
UAF_OPR,RECNUM,,
UAF_OPR,VERSION,,
UAF_SKSOPR,C_OAFD,Ingen label,No label
UAF_SKSOPR,C_OPR,Ingen label,No label
UAF_SKSOPR,C_OPRART,Ingen label,No label
UAF_SKSOPR,C_OSGH,Ingen label,No label
UAF_SKSOPR,C_TILOPR,Ingen label,No label
UAF_SKSOPR,D_ODTO,Ingen label,No label
UAF_SKSOPR,LEVERANCEDATO,Ingen label,No label
UAF_SKSOPR,RECNUM,Ingen label,No label
UAF_SKSOPR,VERSION,Ingen label,No label
UAF_SKSOPR,V_OMINUT,Ingen label,No label
UAF_SKSOPR,V_OTIME,Ingen label,No label
UAF_SKSOPR,RECNUM,,
UAF_SKSOPR,VERSION,,
UDDA,ALMAUDD,Højst fuldførte almen uddannelse,Highly completed general education
UDDA,ALMINSTNR,"Institutionsnummer, højst fuldført almene uddannelse","Institution number, maximum completed general education"
UDDA,ALM_VFRA,Tidspunkt for opnået almenuddannelse,Time for general education
UDDA,CPRTJEK,CPR-tjek,CPR check
UDDA,CPRTYPE,CPR-type,CPR type
UDDA,ERHAUDD,Højst fuldførte erhvervskompetencegivende uddannelse,Highly completed vocational qualifications
UDDA,ERHINSTNR,"Institutionsnummer, højst fuldførte erhvervskompetencegivende uddannelse","Institution number, highly completed vocational qualification"
UDDA,ERH_VFRA,Tidspunkt for opnået erhvervskompetancegivende uddannelse,Time for vocational training
UDDA,HFAUDD,Højste fuldførte uddannelse,Highest completed education
UDDA,HFINSTNR,"Institutionsnummer, højst fuldført uddannelse","Institution number, highly completed education"
UDDA,HF_KILDE,Kilde til uddannelsesoplysningen,Source of educational information
UDDA,HF_VFRA,Tidspunkt for opnået højst fuldførte uddannelse,Time of highest completed education
UDDA,IGINSTNR,"Institutionsnummer, igangværende uddannelse","Institution number, current education"
UDDA,IG_VFRA,Påbegyndelsestidspunkt for igangværende uddannelse,Start time for ongoing training
UDDA,PNR,Personnummer,Social security number
UDDA,UDD,Uddannelseskode,Education code
UDDA,VERSION,"1-Forløbig version 2-Endelig version, eller efterfølgende rettet versi","1-Preliminary version 2-Final version, or subsequent corrected version"
UDDA,ALMAUDD,,
UDDA,ALM_VFRA,,
UDDA,CPRTJEK,,
UDDA,CPRTYPE,,
UDDA,ERHAUDD,,
UDDA,ERH_VFRA,,
UDDA,HF_VFRA,,
UDDA,VERSION,,
VNDS,CPRTJEK,CPR-tjek,CPR check
