rowid,name,value,name_english,value_english
32,kendte_databrud_aendringer,"I de tilfælde hvor Sundhedsdatastyrelsen ikke har modtaget dødsattestens side 2, sættes c_dodsmåden til 5 og den tilgrundliggende dødsårsag lig med R990.",known_date_data_changes,"In cases where the Danish Health and Medicines Authority has not received page 2 of the death certificate, the c_dod method is set to 5 and the underlying cause of death is equal to R990. "
33,kendte_databrud_aendringer,"Ikke obligatorisk i 1999 og 2000.Efter 2000 udgik variablen officielt fra indberetningen, men den bliver stadig indberettet i vid udstrækning.",known_data_breaks_changes,"Not mandatory in 1999 and 2000. After 2000, the variable was officially discontinued, but it is still widely reported. "
34,kendte_databrud_aendringer,"Indberetningen af ambulante besøgsdatoer i LPR afviger fra system til system i sygehusenes indberetningssystemer. Flere steder sker indberetningen af ambulante besøgsdatoer automatisk med indberetningen af kontakten. Hvis et sygehus skifter indberetningssystem, hænder det, at der indberettes betydeligt flere eller færre besøgsdatoer. Derved ændres antallet af ambulante besøg og assistancer markant. Problemet ligger altså i sygehusenes egne indberetningssystemer.",known_data_breaks_changes,"The reporting of outpatient visit dates in LPR differs from system to system in the hospitals' reporting systems. In several places, the reporting of outpatient visit dates takes place automatically with the reporting of the contact. This significantly changes the number of outpatient visits and assistances. The problem therefore lies in the hospitals' own reporting systems. "
35,kendte_databrud_aendringer,Indberettes ikke fra 2002. Af praktiske årsager er værdien for efterfølgende årgange sat til blank,known_data_breaks_changes,Not reported from 2002. For practical reasons the value for subsequent vintages is set to blank 
36,kendte_databrud_aendringer,"Indtil 2014 har variablen kun været udfyldt for indlagte patienter (c_pattype= 0), men fra 2014 er den også udfyldt for ambulante (c_pattype= 2).",known_data breaks_changes,"Until 2014, the variable has only been filled in for inpatients (c_pattype = 0), but from 2014 it has also been filled in for outpatients (c_pattype = 2). "
37,kendte_databrud_aendringer,Ingen,known_data_breaks_changes,None 
38,kendte_databrud_aendringer,Ingen databrud,known_data_breaks_changes,No data breaches 
39,kendte_databrud_aendringer,"Ingen databrud.Navnet på sygehuset kan ændre sig over tid, hvilket fremgår af sygehus-afdelingsklassifikationen, hvor det er muligt at se gyldighedsperioden for sygehuskoden med det pågældende navn. For at identificere navnet på en kontakts stamsygehus, ses der på, hvad sygehusets navn var i den periode, hvor kontaktens afslutningsdato ligger (D_UDDTO). For uafsluttede kontakter er det den senest gældende version af sygehuskoden i klassifikationen der er aktuel.",known_data_breaks_changes,"No data breach. The name of the hospital may change over time, as shown in the hospital ward classification, where it is possible to see the validity period of the hospital code with that name. To identify the name of a contact's parent hospital, see , what the name of the hospital was during the period in which the contact end date is (D_UDDTO). For unfinished contacts, it is the latest valid version of the hospital code in the classification that is current. "
40,kendte_databrud_aendringer,"Ingen databrud.Navnet på sygehuset kan ændre sig over tid, hvilket fremgår af sygehus-afdelingsklassifikationen, hvor det er muligt at se gyldighedsperioden for sygehuskoden med det pågældende navn. For at identificere navnet på en kontakts stamsygehus, ses der på, hvad sygehusets navn var i den periode, hvor kontaktens afslutningsdato ligger, hvilket fremgår af variablen d_uddto i tabellen T_ADM.",known_data_breaks_changes,"No data breach. The name of the hospital may change over time, as shown in the hospital ward classification, where it is possible to see the validity period of the hospital code with that name. To identify the name of a contact's parent hospital, see , what the name of the hospital was during the period in which the end date of the contact is, as shown by the variable d_uddto in the table T_ADM. "
41,kendte_databrud_aendringer,"Ingen databrud.Navnet på sygehuset kan ændre sig over tid, hvilket fremgår af sygehus-afdelingsklassifikationen, hvor det er muligt at se gyldighedsperioden for sygehuskoden med det pågældende navn. For at identificere navnet på sygehuset, ses der på, hvad sygehusets navn var i den periode, hvor den aflyste procedure skulle have fundet sted, hvilket fremgå af variablen d_odto i samme tabel.",known_data_breaks_changes,"No data breach. The name of the hospital may change over time, as shown by the hospital ward classification, where it is possible to see the validity period of the hospital code with that name. To identify the name of the hospital, look at what the name of the hospital was during the period in which the canceled procedure should have taken place, as shown by the variable d_odto in the same table. "
42,kendte_databrud_aendringer,Ingen databrudI 2005 skiftede variablen navn fra C_BOPAMT til C_AMT,known_data_breaks_changes,No data breachesIn 2005 the variable changed its name from C_BOPAMT to C_AMT 
43,kendte_databrud_aendringer,"Ingen databrudNavnet på afdelingen kan dog ændre sig over tid, hvilet fremgår i klassifikationen, hvor det er muligt at se gyldighedsperioden for afdelingen med det pågældende navn. For at identificere navnet på den henvisende afdeling, ses der på, hvad afdelingens navn var i den periode, hvor kontaktens henvisningsdato ligger (D_HENDTO).",known_data_breaks_changes,"No data breachThe name of the department can change over time, however, the rest appears in the classification, where it is possible to see the validity period of the department with that name. To identify the name of the referring department, look at what the department name was in the period when the contact's reference date is (D_HENDTO). "
44,kendte_databrud_aendringer,"Ingen databrudNavnet på sygehuset kan ændre sig over tid, hvilket fremgår i sygehus-afdelingsklassifikation, hvor det er muligt at se gyldighedsperioden for sygehuskoden med det pågældende navn. For at identificere navnet på det henvisende sygehus, ses der på, hvad sygehusets navn var på kontaktens henvisningsdato (D_HENDTO).",known_data_breaks_changes,"No data breachThe name of the hospital may change over time, as shown in the hospital ward classification, where it is possible to see the validity period of the hospital code with that name. To identify the name of the referring hospital, look at what the name of the hospital was on the contact's referral date (D_HENDTO). "
45,kendte_databrud_aendringer,Ingen.,known_data_breaks_changes,None. 
46,kendte_databrud_aendringer,IngenFindes efter 2004 i tabellen t_adm,known_data_breaks_changes,NoneFind after 2004 in the table t_adm 
47,kendte_databrud_aendringer,"Kendte databrud/ændringerDer er databrud for variablen efter indførelsen af den elektroniske dødsattest i 2007. Dette skyldes, at mange dødsattester – trods indførelsen – ikke blev indberettet elektronisk, men fortsat på papirblanket. Selvom andelen af elektroniske indberetninger siden er steget betydeligt bliver attestens side 1  - som blandt andet rummer information om døds- eller findested - fortsat ofte kun indberettet i papirversion. For perioden 2007 til 2012 mangler årligt 20 – 25 pct. af dødsattestens side 1 i den elektroniske udgave, hvor oplysninger om døds- eller findested er angivet. En undtagelse herfra var 2009, hvor oplysninger blev tastet manuelt. Data er således ukomplette for årene 2007-2008, 2010 og frem. For året 2009 mangler kun knap 3 pct. af oplysningerne. Andelen af indberettede dødsattester er stigende hvert år, så der i 2014 nu kun mangler 10 pct. af attesterne.Bemærk, desuden, at i perioden 2002 – 2006 regnes hospice som et plejehjem og er derfor angivet som eget hjem . Fra 2007 og frem regnes hospice som et sygehus.",known_data breaks_changes,"Known data breaks / changesThere are data breaks for the variable after the introduction of the electronic death certificate in 2007. This is due to the fact that many death certificates - despite the introduction - were not reported electronically, but continued on paper form. Significantly, the “page 1 of the certificate - which, among other things, contains information about place of death or find - is still often only reported in paper version.For the period 2007 to 2012, 20 - 25 per cent of page 1 of the death certificate is missing annually in the electronic version, where information An exception to this was 2009, when information was entered manually. Data are thus incomplete for the years 2007-2008, 2010 and onwards. For the year 2009, only almost 3 per cent of the information is missing. is increasing every year, so that in 2014 only 10 per cent of the certificates are now missing. Note, moreover, that in the period 2002 - 2006 hospice is considered a p rental home and is therefore listed as own home . From 2007 onwards, the hospice is considered a hospital. "
